mana,cardtype,artist,name,rarity
,Land,Robh Ruppel,Mystifying Maze,Rare
,Land,Matt Stewart,Rootbound Crag,Rare
,Land,Jason Chan,Sunpetal Grove,Rare
,Land,Dan Scott,Terramorphic Expanse,Common
,Basic Land — Plains,John Avon,Plains,Land
,Basic Land — Plains,John Avon,Plains,Land
,Basic Land — Plains,D. J. Cleland-Hura,Plains,Land
,Basic Land — Plains,Ryan Pancoast,Plains,Land
,Basic Land — Island,Rob Alexander,Island,Land
,Land,Jon Foster,Dragonskull Summit,Rare
,Land,Dave Kendall,Drowned Catacomb,Rare
,Land,Paul Bonner,Gargoyle Castle,Rare
,Land,Franz Vohwinkel,Glacial Fortress,Rare
,Land,Matt Stewart,Rootbound Crag,Rare
,Land,Jason Chan,Sunpetal Grove,Rare
,Land,Dan Scott,Terramorphic Expanse,Common
,Basic Land — Plains,Rob Alexander,Plains,Land
,Basic Land — Plains,John Avon,Plains,Land
3GG,Creature — Spirit 2/4,Adam Rex,Seedborn Muse,Rare
3GG,Creature — Spider 2/7,Iain McCaig,Silklash Spider,Rare
XG,Sorcery,Andrew Goldhawk,Stream of Life,Uncommon
1G,Sorcery,Nicola Leonard,Summer Bloom,Uncommon
1GG,Creature — Elephant 3/3,Gary Leach,Trained Armodon,Common
G,Creature — Ape 1/1,John Matson,Tree Monkey,Common
1G,Enchantment — Aura,Heather Hudson,Treetop Bracers,Common
1G,Creature — Plant 0/2,Gary Ruddell,Utopia Tree,Rare
5GGG,Creature — Elemental 7/7,DiTerlizzi,Verdant Force,Rare
1R,Sorcery,D. Alexander Gregory,Goblin Lore,Uncommon
1R,Creature — Goblin Warrior 2/1,DiTerlizzi,Goblin Piker,Common
2R,Creature — Goblin Warrior 1/2,Daren Bader,Goblin Sky Raider,Common
1R,Instant,Dave Dorman,Guerrilla Tactics,Uncommon
3R,Creature — Giant 3/3,Kev Walker,Hill Giant,Common
1R,Instant,Zoltan Boros &amp; Gabor Szikszai,Incinerate,Common
4RR,Legendary Creature — Human Barbarian 6/1,Kev Walker,"Kamahl, Pit Fighter",Rare
4R,Sorcery,Brian Snõddy,Lava Axe,Common
R,Sorcery,Pete Venters,Tremor,Common
4RR,Creature — Dragon 4/4,Sam Wood,Two-Headed Dragon,Rare
1RR,Creature — Viashino 4/2,Andrew Robinson,Viashino Sandstalker,Uncommon
1R,Sorcery,Ben Thompson,Volcanic Hammer,Common
1RR,Creature — Wall 0/8,Rob Alexander,Wall of Stone,Uncommon
G,Creature — Bird 0/1,"Edward P. Beard, Jr.",Birds of Paradise,Rare
2G,Enchant Creature,Paolo Parente,Blanchwood Armor,Uncommon
2GG,Enchantment,Paolo Parente,Call of the Wild,Rare
1G,Creature — Spider 1/3,Christopher Rush,Canopy Spider,Common
1G,Creature — Spider 1/3,Mike Raabe,Canopy Spider,Common
1G,Enchantment,Marc Fishman,Compost,Uncommon
2GG,Sorcery,Gary Ruddell,Creeping Mold,Uncommon
1GG,Instant,Heather Hudson,Early Harvest,Rare
3G,Creature — Cleric 2/2,Alan Pollack,Elder Druid,Rare
1G,Creature — Elf 2/1,Doug Chaffee,Elvish Archers,Rare
1GG,Creature — Lord 2/2,Paolo Parente,Elvish Champion,Rare
G,Creature — Elf 1/1,Michael Koelsch,Elvish Lyrist,Uncommon
2RR,Sorcery,Geofrey Darrow,Relentless Assault,Rare
2R,Creature — Tiger 2/1,Melissa A. Benson,Sabretooth Tiger,Common
1R,Instant,Jason Alexander Behnke,Shatter,Common
2RR,Sorcery,James Allen,Shatterstorm,Rare
R,Instant,Randy Gallegos,Shock,Common
3R,Creature — Drake 2/2,Geofrey Darrow,Spitting Drake,Uncommon
1R,Sorcery,Brian Snõddy,Spitting Earth,Common
2R,Sorcery,John Matson,Stone Rain,Common
2RR,Creature — Minotaur 3/3,Pete Venters,Talruum Minotaur,Common
1GG,Summon Enchantress 0/2,Kev Brockschmidt,Verduran Enchantress,Rare
2G,Summon Wall 2/3,Tony Roberts,Wall of Brambles,Uncommon
2G,Enchant Creature,Rebecca Guay,Wanderlust,Uncommon
3G,Summon Mammoth 3/3,Jeff A. Menges,War Mammoth,Common
GG,Summon Dervish 1/1,Susan Van Camp,Whirling Dervish,Uncommon
G,Enchant Land,Pat Morrissey,Wild Growth,Common
XG,Sorcery,Kaja Foglio,Winter Blast,Uncommon
2GG,Summon Wolverine Pack 2/4,Steve White,Wolverine Pack,Uncommon
1W,Sorcery,Mark Poole,Balance,Rare
W,Summon Hero 1/1,Douglas Shuler,Benalish Hero,Common
W,Enchant Creature,Dan Frazier,Black Ward,Uncommon
WW,Enchant Creature,Julie Baroh,Blessing,Rare
W,Enchant Creature,Dan Frazier,Blue Ward,Uncommon
3W,Enchantment,Dameon Willich,Castle,Uncommon
1W,Enchantment,Jesper Myrfors,Circle of Protection: Black,Common
1W,Enchantment,Dameon Willich,Circle of Protection: Blue,Common
1W,Enchantment,Sandra Everingham,Circle of Protection: Green,Common
1RR,Summon Cave People 1/4,Drew Tucker,Cave People,Uncommon
R,Interrupt,Dameon Willich,Chaoslace,Rare
2RR,Summon Manticore 2/2,Daniel Gelon,Crimson Manticore,Rare
XR,Sorcery,Randy Asplund-Faith,Detonate,Uncommon
XR,Sorcery,Anson Maddocks,Disintegrate,Common
2RR,Summon Dragon 2/3,Amy Weber,Dragon Whelp,Uncommon
2R,Summon Dwarves 1/1,Douglas Shuler,Dwarven Warriors,Common
3RR,Summon Elemental 4/5,Dan Frazier,Earth Elemental,Uncommon
XR,Sorcery,Dan Frazier,Earthquake,Rare
3W,Sorcery,Jesper Myrfors,Armageddon,Rare
1W,Sorcery,Mark Poole,Balance,Rare
W,Summon Hero 1/1,Douglas Shuler,Benalish Hero,Common
W,Enchant Creature,Dan Frazier,Black Ward,Uncommon
W,Instant,Richard Thomas,Blaze of Glory,Rare
WW,Enchant Creature,Julie Baroh,Blessing,Rare
W,Enchant Creature,Dan Frazier,Blue Ward,Uncommon
3W,Enchantment,Dameon Willich,Castle,Uncommon
1W,Enchantment,Jesper Myrfors,Circle of Protection: Black,Common
2R,Summon Troll 2/2,Douglas Schuler,Uthden Troll,Uncommon
1RR,Summon Wall 0/5,Richard Thomas,Wall of Fire,Uncommon
1RR,Summon Wall 0/8,Dan Frazier,Wall of Stone,Uncommon
2R,Sorcery,Daniel Gelon,Wheel of Fortune,Rare
W,Enchant Wall,Dan Frazier,Animate Wall,Rare
3W,Sorcery,Jesper Myrfors,Armageddon,Rare
1W,Sorcery,Mark Poole,Balance,Rare
W,Summon Hero 1/1,Douglas Schuler,Benalish Hero,Common
W,Enchant Creature,Dan Frazier,Black Ward,Uncommon
R,Instant,Richard Thomas,Red Elemental Blast,Common
3R,Summon Roc 3/3,Andi Rusu,Roc of Kher Ridges,Rare
XRR,Summon Hydra 0/0,Jeff A. Menges,Rock Hydra,Rare
2R,Summon Troll 2/2,Jeff A. Menges,Sedge Troll,Rare
1R,Instant,Amy Weber,Shatter,Common
4RR,Summon Dragon 5/5,Melissa Benson,Shivan Dragon,Rare
RR,Enchantment,Jesper Myrfors,Smoke,Rare
2RR,Summon Giant 3/4,Dameon Willich,Stone Giant,Uncommon
2R,Sorcery,Daniel Gelon,Stone Rain,Common
3G,Creature — Spirit 3/2,Christopher Rush,Radjan Spirit,Uncommon
1G,Sorcery,Dameon Willich,Regrowth,Rare
G,Instant,Brian Snoddy,Sandstorm,Common
2GG,Creature — Human Rogue 2/2,Mark Poole,Scarwood Bandits,Rare
G,Creature — Human 1/1,Dennis Detwiller,Scavenger Folk,Common
3G,Creature — Elephant 3/4,Wang Yuqun,Southern Elephant,Common
2G,Sorcery,Carl Critchlow,Squall,Uncommon
G,Sorcery,Kaja Foglio,Sylvan Tutor,Uncommon
3G,Enchantment,Kersten Kaman,Titania's Song,Rare
4WRG,Legendary Creature — Human Warrior 2/4,Richard Kane Ferguson,Hazezon Tamar,Rare
3WUU,Legendary Creature — Human Warrior 5/4,Richard Thomas,Hunding Gjornersen,Uncommon
4WWU,Legendary Creature — Cat Warrior 5/5,Mark Poole,Jedit Ojanen,Common
3RGG,Legendary Creature — Human Knight 6/5,Andi Rusu,Jerrard of the Closed Fist,Common
2WG,Legendary Creature — Human Cleric 2/2,Scott Kirschner,Kei Takahashi,Uncommon
3WG,Creature — Elemental Beast 2/4,Mark Poole,Kjeldoran Frostbeast,Uncommon
3WWGG,Legendary Creature — Human Archer 3/6,Bryon Wackwitz,Lady Caleria,Uncommon
WUB,Legendary Creature — Human Cleric 1/2,Mark Poole,Lady Evangela,Uncommon
5BR,Legendary Creature — Demon 7/4,Sandra Everingham,Lady Orca,Common
4RR,Instant,Ron Spencer,Pyrokinesis,Rare
2RR,Sorcery,Mark Tedin,Retribution,Uncommon
2R,Creature — Human Rogue Mercenary 3/4,Randy Asplund,Rogue Skycaptain,Rare
4R,Creature — Elemental Spirit 4/3,James Allen,Stone Spirit,Uncommon
2R,Enchantment — Aura,Dan Frazier,Stonehands,Common
3R,Creature — Human Knight 3/2,Mark Poole,Varchild's Crusader,Common
3G,Creature — Aurochs 2/3,"Ken Meyer, Jr.",Aurochs,Common
3GG,Instant,Jeff A. Menges,Bounty of the Hunt,Rare
1GG,Creature — Fungus 2/2,Mark Tedin,Thorn Thallid,Common
4G,Enchantment,Susan Van Camp,Tornado,Rare
2G,Enchantment — Aura,Cornelius Brudi,Wanderlust,Common
XG,Sorcery,Kaja Foglio,Winter Blast,Uncommon
1G,Creature — Wolf 1/1,Susan Van Camp,Wyluli Wolf,Common
2GG,Creature — Insect 5/1,Pat Morrissey,Yavimaya Ants,Uncommon
BRG,Legendary Creature — Human Knight 1/2,Jeff A. Menges,Adun Oakenshield,Rare
1RG,Creature — Centaur Archer 3/2,Melissa A. Benson,Centaur Archer,Uncommon
2WUUB,Legendary Creature — Human Warrior */*,Richard Kane Ferguson,Dakkon Blackblade,Rare
4BBRR,Summon Legend 5/5,Scott Kirschner,Axelrod Gunnarson,Rare (U1)
WWUU,Summon Legend 2/2,Bryon Wackwitz,Ayesha Tanaka,Rare (U1)
2WWUUBB,Summon Elder Dragon Legend 7/7,"Edward Beard, Jr.",Chromium,Rare (U1)
2WUUB,Summon Legend */*,Richard Kane Ferguson,Dakkon Blackblade,Rare (U1)
3WWGG,Summon Legend 4/4,Daniel Gelon,Gabriel Angelfire,Rare (U1)
3WRG,Summon Legend 5/4,Mark Tedin,Johan,Rare (U1)
2WG,Summon Legend 2/2,Scott Kirschner,Kei Takahashi,Uncommon (C1)
3RRG,Summon Legend 4/6,Mark Poole,Marhault Elsdragon,Uncommon (C1)
3UB,Summon Legend 3/3,Richard Kane Ferguson,Nebuchadnezzar,Rare (U1)
2UB,Creature — Bird Skeleton 0/1,Anthony S. Waters,Kathari Remnant,Uncommon
WWWGGG,Legendary Creature — Archon 6/6,Zoltan Boros,Krond the Dawn-Clad,Mythic Rare
WUBRG,Sorcery,Ron Spencer,Last Stand,Rare
5URG,Legendary Creature — Elemental 7/5,Thomas M. Baxa,Maelstrom Wanderer,Mythic Rare
2{U/R},Creature — Noggle Rogue 2/1,Alex Horley-Orlandelli,Noggle Ransacker,Uncommon
4WG,Enchantment — Aura,Terese Nielsen,Pollenbright Wings,Uncommon
1UG,Artifact Creature — Human Rogue 2/2,Izzy,Shardless Agent,Uncommon
3UUBB,Creature — Demon Ninja 6/5,Steve Prescott,Silent-Blade Oni,Rare
1{W/B},Instant,Richard Kane Ferguson,Batwing Brume,Uncommon
3BR,Instant,Raymond Swanland,Bituminous Blast,Uncommon
1RG,Instant,Vance Kovacs,Branching Bolt,Common
RG,Instant,Justin Sweet,Colossal Might,Common
1WU,Artifact Creature — Vedalken Wizard 2/2,Daarken,Ethersworn Shieldmage,Common
1WU,Artifact,Michael Bruinsma,Fieldmist Borderpost,Common
1RG,Enchantment,Val Mayerik,Fires of Yavimaya,Uncommon
WG,Instant,Terese Nielsen,Heroes' Reunion,Uncommon
3BB,Creature — Angel 3/3,Matthew D. Wilson,Fallen Angel,Rare
2B,Creature — Zombie Warrior 3/1,Pete Venters,Fleshbag Marauder,Uncommon
2B,Instant,Jim Nelson,Footbottom Feast,Common
1BBB,Enchantment,Puddnhead,Grave Pact,Rare
3B,Creature — Zombie 2/2,Dermot Power,Gravedigger,Common
4BB,Sorcery,Michael Sutfin,Hex,Rare
3BB,Sorcery,Charles Gillespie,Living Death,Rare
2BB,Creature — Lhurgoyf */*,Anthony S. Waters,Mortivore,Rare
1G,Enchantment — Aura,Mark Tedin,Fertile Ground,Common
2G,Creature — Elemental 0/0,Wayne Reynolds,Fertilid,Common
3G,Creature — Elemental 0/3,Mark Tedin,Forgotten Ancient,Rare
XG,Creature — Elemental 0/0,Ron Spencer,Ivy Elemental,Rare
6GG,Creature — Elemental Insect 6/6,Anthony S. Waters,Living Hive,Rare
1G,Sorcery,Steven Belledin,Rampant Growth,Common
2G,Sorcery,Randy Gallegos,Search for Tomorrow,Common
4G,Creature — Elemental 4/4,Chippy,Silverglade Elemental,Common
2WU,Instant,Rebekah Lynn,Vanish into Memory,Uncommon
XWU,Instant,Alan Pollack,Overrule,Common
,Land,John Avon,Azorius Chancery,Common
,Land,Pat Morrissey,Flood Plain,Uncommon
,Land,Richard Wright,New Benalia,Uncommon
,Land,Ryan Pancoast,Sejiri Refuge,Uncommon
,Land,Izzy,Soaring Seacliff,Common
,Basic Land — Plains,John Avon,Plains,Land
,Basic Land — Plains,James Paick,Plains,Land
WR,Instant,Raymond Swanland,Lightning Helix,Uncommon
2G,Sorcery,Efrem Palacios,Lead the Stampede,Uncommon
2W,Enchantment — Aura,Jim Nelson,Griffin Guide,Uncommon
2W,Enchantment — Aura,Todd Lockwood,Recumbent Bliss,Common
1WR,Enchantment,Dave Dorman,Searing Meditation,Rare
1WG,Artifact — Equipment,Dave Allsop,Behemoth Sledge,Uncommon
WRG,Instant,Jesper Ejsing,Naya Charm,Uncommon
5G,Instant,Chris Rahn,Sylvan Bounty,Common
WWRRGGG,Sorcery,Steve Prescott,Titanic Ultimatum,Rare
{G/W}{G/W}{G/W},Creature — Elf Knight 3/4,Steve Prescott,Wilt-Leaf Cavaliers,Uncommon
3W,Creature — Human Knight 2/4,Steven Belledin,Kabira Vindicator,Uncommon
3W,Creature — Kithkin Knight 2/2,Wayne Reynolds,Kinsbaile Cavalier,Rare
2WW,Creature — Human Knight 2/2,Kev Walker,Alaborn Cavalier,Uncommon
2WW,Creature — Cat Knight 2/3,Matt Cavotta,Skyhunter Patrol,Common
3WW,Creature — Kithkin Knight 3/3,Quinton Hoover,Plover Knights,Common
3WG,Creature — Human Knight 2/4,Greg Hildebrandt,Juniper Order Ranger,Uncommon
4WW,Creature — Human Knight 3/4,William Simpson,Paladin of Prahv,Uncommon
W,Instant,Dan Scott,Harm's Way,Uncommon
1W,Creature — Human Soldier 2/2,Matt Cavotta,Glory Seeker,Common
1W,Creature — Kor Soldier 2/3,Dan Scott,Kor Skyfisher,Common
1W,Creature — Human Cleric 1/3,Lubov,Temple Acolyte,Common
WW,Creature — Kor Soldier 2/2,Karl Kopinski,Kor Aeronaut,Uncommon
2W,Creature — Kithkin Soldier 2/2,Ron Spencer,Burrenton Bombardier,Common
2W,Creature — Kor Soldier 2/2,Wayne Reynolds,Kor Hookmaster,Common
1WW,Creature — Cat Knight 2/2,Whit Brachna,Kemba's Skyguard,Common
2WW,Creature — Spirit 2/2,Jim Murray,Celestial Crusader,Uncommon
,,,"Avacyn Restored,Dark Ascension,Magic 2012,Graveborn",
,,,,
,"
      71 cards
    ",,,
,,,,
2B,Creature — Horror 5/5,Jim Murray,Phyrexian Negator,Mythic Rare
B,Creature — Zombie 1/1,Brian Snõddy,Carrion Feeder,Common
B,Creature — Insect 0/1,Dan Frazier,Phyrexian Battleflies,Common
1B,Creature — Carrier 1/1,Brian Snõddy,Phyrexian Denouncer,Common
2B,Creature — Minion 1/1,Ron Spencer,Bone Shredder,Uncommon
,Land,John Avon,Mountain,Land
,Land,Kari Johnson,Mountain Valley,Uncommon
,Land,Tom Wänerstrand,Plains,Land
,Land,Tom Wänerstrand,Plains,Land
,Land,Tom Wänerstrand,Plains,Land
,Land,Tom Wänerstrand,Plains,Land
,Land,Jeff Miracola,Rocky Tar Pit,Uncommon
,Land,Bob Eggleton,Swamp,Land
,Land,Bob Eggleton,Swamp,Land
3RG,Summon Legend 4/4,Christopher Rush,Sunastian Falconer,Uncommon (U1)
UBR,Summon Legend 3/3,Julie Baroh,Tetsuo Umezawa,Rare (R1)
4RG,Summon Legend 5/5,Richard Kane Ferguson,The Lady of the Mountain,Uncommon (U1)
3WU,Summon Legend 4/4,Andi Rusu,Tobias Andrion,Uncommon (U1)
2BBR,Summon Legend 3/3,Randy Asplund-Faith,Tor Wauki,Uncommon (U1)
3WGG,Summon Legend 5/5,Mark Poole,Torsten Von Ursus,Uncommon (U1)
RRGG,Summon Legend 2/2,Liz Danforth,Tuknir Deathlock,Rare (R1)
3UUBB,Summon Legend 4/4,Christopher Rush,Ur-Drago,Rare (R1)
,Basic Land — Island,John Avon,Island,Land
,Basic Land — Island,Fred Fields,Island,Land
,Basic Land — Island,Eric Peterson,Island,Land
,Basic Land — Swamp,John Avon,Swamp,Land
,Basic Land — Swamp,Larry Elmore,Swamp,Land
,Basic Land — Swamp,Alex Horley-Orlandelli,Swamp,Land
,Basic Land — Swamp,Jim Pavelec,Swamp,Land
,Basic Land — Mountain,Rob Alexander,Mountain,Land
,Basic Land — Plains,Don Hazeltine,Plains,Land
,Basic Land — Plains,Ryan Pancoast,Plains,Land
,Basic Land — Island,Rob Alexander,Island,Land
,Basic Land — Island,John Avon,Island,Land
,Basic Land — Island,Scott Bailey,Island,Land
,Basic Land — Island,Fred Fields,Island,Land
,Basic Land — Swamp,Dan Frazier,Swamp,Land
,Basic Land — Swamp,Alex Horley-Orlandelli,Swamp,Land
,Basic Land — Swamp,Jim Pavelec,Swamp,Land
1GG,Creature — Human Druid 0/2,Rob Alexander,Verduran Enchantress,Rare
2G,Creature — Elf Shaman 2/2,Scott M. Fischer,Viridian Shaman,Uncommon
G,Enchantment — Aura,Hugh Jamieson,Web,Uncommon
XGG,Sorcery,Bob Petillo,Weird Harvest,Rare
2G,Creature — Elf Scout 1/1,Christopher Moeller,Wood Elves,Common
2G,Creature — Human Druid 2/2,Matthew D. Wilson,Yavimaya Enchantress,Uncommon
1G,Creature — Ape 2/1,Richard Sardinha,Zodiac Monkey,Common
8,Artifact,Dave Dorman,Aladdin's Ring,Rare
3R,Creature — Spirit 3/3,Brian Snõddy,Lavaborn Muse,Rare
3R,Creature — Elemental 4/1,Kev Walker,Lightning Elemental,Common
3R,Enchantment,Jeff Miracola,Manabarbs,Rare
R,Creature — Goblin 1/1,Brom,Mogg Fanatic,Uncommon
1RR,Creature — Orc Warrior 1/3,Jeff Miracola,Orcish Artillery,Uncommon
2R,Creature — Human Wizard 1/1,Jeremy Jarvis,Prodigal Pyromancer,Common
1R,Sorcery,John Avon,Pyroclasm,Uncommon
1R,Creature — Human Wizard 2/1,John Matson,Rage Weaver,Uncommon
R,Creature — Goblin Berserker 1/1,Jeff Miracola,Raging Goblin,Common
2G,Enchantment,Terese Nielsen,Choke,Uncommon
4GG,Sorcery,Andrew Goldhawk,Collective Unconscious,Rare
4GG,Creature — Wurm 6/4,Heather Hudson,Craw Wurm,Common
2GG,Sorcery,Gary Ruddell,Creeping Mold,Uncommon
1GG,Creature — Lord 2/2,Mark Zug,Elvish Champion,Rare
G,Creature — Elf 1/1,Michael Koelsch,Elvish Lyrist,Uncommon
G,Creature — Elf Druid 1/1,Thomas M. Baxa,Elvish Pioneer,Common
3G,Creature — Elf 1/1,Tristan Elwell,Elvish Piper,Rare
G,Creature — Elf 1/1,"Edward P. Beard, Jr.",Elvish Scrapper,Uncommon
3G,Creature — Elf 1/1,Tristan Elwell,Elvish Piper,Rare
2G,Enchantment,Thomas Gianni,Familiar Ground,Uncommon
2G,Creature — Soldier 2/2,Gary Ruddell,Femeref Archers,Uncommon
G,Instant,Arnie Swekel,Fog,Common
2G,Creature — Elf 1/1,Greg Staples,Fyndhorn Elder,Uncommon
5G,Creature — Beast 5/4,Thomas Gianni,Gang of Elk,Uncommon
G,Instant,Terese Nielsen,Giant Growth,Common
3G,Creature — Spider 2/4,Ray Lago,Giant Spider,Common
2GG,Creature — Ape 3/3,Carl Critchlow,Gorilla Chieftain,Common
R,Sorcery,Pete Venters,Tremor,Common
R,Instant,Drew Tucker,Vertigo,Uncommon
3R,Creature — Viashino 4/2,Roger Raupp,Viashino Warrior,Common
4RR,Creature — Dragon 4/4,Janine Johnston,Volcanic Dragon,Rare
XRR,Instant,David O'Connor,Volcanic Geyser,Uncommon
1RR,Creature — Wall 0/5,Richard Thomas,Wall of Fire,Uncommon
G,Creature — Bird 0/1,Mark Poole,Birds of Paradise,Rare
2GG,Enchantment,Brom,Call of the Wild,Rare
1GG,Creature — Cat Warrior 2/2,Melissa A. Benson,Cat Warriors,Common
1G,Summon Wolf 1/1,Susan Van Camp,Wyluli Wolf,Rare
4R,Summon Ambush Party 3/1,Charles Gillespie,Ambush Party,Common
1R,Summon Atog 1/2,Jesper Myrfors,Atog,Uncommon
RRR,Summon Ball Lightning 6/1,Quinton Hoover,Ball Lightning,Rare
2R,Summon Bird Maiden 1/2,Kaja Foglio,Bird Maiden,Common
1R,Instant,Anson Maddocks,Blood Lust,Common
2R,Summon Orcs 3/2,Rob Alexander,Brassclaw Orcs,Common
1RR,Summon Brothers 2/2,Mark Tedin,Brothers of Fire,Common
1RR,Summon Cave People 1/4,Steve Luke,Cave People,Uncommon
1W,Enchantment,Mark Tedin,Circle of Protection: Red,Common
1W,Enchantment,Douglas Shuler,Circle of Protection: White,Common
2WW,Enchantment,Jesper Myrfors,Conversion,Uncommon
WW,Enchantment,Mark Poole,Crusade,Rare
W,Instant,Mark Poole,Death Ward,Common
1W,Instant,Amy Weber,Disenchant,Common
WW,Instant,Mark Poole,Eye for an Eye,Rare
WWW,Enchant Land,Mark Poole,Farmstead,Rare
W,Enchant Creature,Dan Frazier,Green Ward,Uncommon
R,Enchant Creature,Anson Maddocks,Eternal Warrior,Common
3RR,Summon Elemental 5/4,Melissa A. Benson,Fire Elemental,Uncommon
XR,Sorcery,Mark Tedin,Fireball,Common
R,Enchant Creature,Dan Frazier,Firebreathing,Common
3RR,Instant,Douglas Shuler,Fissure,Common
3R,Sorcery,Dameon Willich,Flashfires,Uncommon
RR,Enchant Creature,Justin Hampton,Giant Strength,Common
R,Summon Goblins 1/1,Andi Rusu,Goblin Balloon Brigade,Uncommon
1RR,Summon Lord 2/2,Jesper Myrfors,Goblin King,Rare
1W,Enchantment,Dameon Willich,Circle of Protection: Blue,Common
1W,Enchantment,Sandra Everingham,Circle of Protection: Green,Common
1W,Enchantment,Mark Tedin,Circle of Protection: Red,Common
1W,Enchantment,Douglas Schuler,Circle of Protection: White,Common
W,Enchant Land,Jeff A. Menges,Consecrate Land,Uncommon
2WW,Enchantment,Jesper Myrfors,Conversion,Uncommon
WW,Enchantment,Mark Poole,Crusade,Rare
W,Instant,Mark Poole,Death Ward,Common
1W,Instant,Amy Weber,Disenchant,Common
W,Instant,Richard Thomas,Blaze of Glory,Rare
WW,Enchant Creature,Julie Baroh,Blessing,Rare
W,Enchant Creature,Dan Frazier,Blue Ward,Uncommon
3W,Enchantment,Dameon Willich,Castle,Uncommon
1W,Enchantment,Jesper Myrfors,Circle of Protection: Black,Common
1W,Enchantment,Dameon Willich,Circle of Protection: Blue,Common
1W,Enchantment,Sandra Everingham,Circle of Protection: Green,Common
1W,Enchantment,Mark Tedin,Circle of Protection: Red,Common
1W,Enchantment,Douglas Schuler,Circle of Protection: White,Common
R,Instant,Dan Frazier,Tunnel,Uncommon
4R,Summon Giant 4/4,Anson Maddocks,Two-Headed Giant of Foriys,Rare
2R,Summon Troll 2/2,Douglas Schuler,Uthden Troll,Uncommon
1RR,Summon Wall 0/5,Richard Thomas,Wall of Fire,Uncommon
1RR,Summon Wall 0/8,Dan Frazier,Wall of Stone,Uncommon
2R,Sorcery,Daniel Gelon,Wheel of Fortune,Rare
W,Enchant Wall,Dan Frazier,Animate Wall,Rare
3W,Sorcery,Jesper Myrfors,Armageddon,Rare
1W,Sorcery,Mark Poole,Balance,Rare
3G,Sorcery,Richard Thomas,Tsunami,Rare
3G,Creature — Elephant 3/3,Jeff A. Menges,War Mammoth,Common
6G,Creature — Wurm 8/5,Una Fricker,Whiptail Wurm,Uncommon
3G,Creature — Ox 3/3,Jeffrey R. Busch,Wild Ox,Uncommon
3G,Creature — Elemental */*,Brian Snoddy,Wood Elemental,Rare
3,Artifact Creature — Bird 2/1,Ruth Thompson,Aesthir Glider,Common
5,Artifact,Kaja Foglio,Al-abara's Carpet,Rare
4,Artifact,Jesper Myrfors,Alchor's Tomb,Rare
2RRGG,Legendary Creature — Human Warrior 4/4,Richard Kane Ferguson,Livonya Silone,Uncommon
3RRG,Legendary Creature — Elf Warrior 4/6,Mark Poole,Marhault Elsdragon,Uncommon
3UB,Legendary Creature — Human Wizard 3/3,Richard Kane Ferguson,Nebuchadnezzar,Uncommon
2UUBBRR,Legendary Creature — Elder Dragon 7/7,"Edward P. Beard, Jr.",Nicol Bolas,Rare
2WWRRGG,Legendary Creature — Elder Dragon 7/7,"Edward P. Beard, Jr.",Palladia-Mors,Rare
4BR,Legendary Creature — Human 5/3,Andi Rusu,Pavel Maliki,Uncommon
3UUB,Legendary Creature — Human Wizard 5/4,"Edward P. Beard, Jr.",Princess Lucrezia,Uncommon
WUG,Legendary Creature — Human Cleric 2/2,Melissa A. Benson,Ragnar,Uncommon
3UBB,Legendary Creature — Human Pirate 4/3,Phil Foglio,Ramirez DePietro,Common
G,Enchantment — Aura,Anson Maddocks,Carapace,Common
1G,Creature — Elf 0/2,Richard Kane Ferguson,Elvish Farmer,Rare
1G,Creature — Elf Archer 1/1,Anson Maddocks,Elvish Hunter,Common
2G,Creature — Elf 4/1,Terese Nielsen,Elvish Ranger,Common
2G,Creature — Elf Spirit 2/2,Julie Baroh,Elvish Spirit Guide,Uncommon
1GG,Sorcery,Rick Emond,Essence Filter,Uncommon
3GGG,Creature — Fungus 6/3,Rob Alexander,Feral Thallid,Common
4G,Creature — Dryad 2/5,NéNé Thomas &amp; Catherine Buck,Folk of the Pines,Common
2G,Enchantment — Aura,Christopher Rush,Forbidden Lore,Uncommon
WU,Instant,Terese Nielsen,Energy Arc,Uncommon
1BR,Instant,Dan Frazier,Fire Covenant,Uncommon
3WG,Sorcery,Richard Kane Ferguson,Hymn of Rebirth,Uncommon
1WRG,Legendary Creature — Human Warrior 3/2,Andi Rusu,Jacques le Vert,Rare
UB,Instant,Rob Alexander,Lim-Dûl's Vault,Uncommon
1UBR,Legendary Creature — Zombie 10/4,Anson Maddocks,Lord of Tresserhorn,Rare
1WUG,Legendary Creature — Phelddagrif 4/4,Amy Weber,Phelddagrif,Rare
2,Artifact,Amy Weber,Ankh of Mishra,Rare
1,Artifact,Mark Tedin,Ashnod's Transmogrant,Common
2UUBBRR,Summon Elder Dragon Legend 7/7,"Edward Beard, Jr.",Nicol Bolas,Rare (U1)
2WWRRGG,Summon Elder Dragon Legend 7/7,"Edward Beard, Jr.",Palladia-Mors,Rare (U1)
2WUG,Summon Legend 2/3,Rob Alexander,Rubinia Soulsinger,Rare (U1)
5UB,Summon Legend 6/4,NéNé Thomas,Sivitri Scarzam,Uncommon (C1)
2UBR,Summon Legend 5/5,Richard Kane Ferguson,Sol'kanar the Swamp King,Rare (U1)
4RG,Summon Legend 3/4,Mark Poole,Stangg,Rare (U1)
3WU,Summon Legend 4/4,Andi Rusu,Tobias Andrion,Uncommon (C1)
